65384,97975,63020
96463,58689,95033
98648,78626,10550
59591,8870,35513
17703,48652,39885
31942,82932,67163
44521,11958,21399
34460,11695,73589
96116,72373,84081
63903,14880,43988
95332,38183,34222
52047,8987,54922
42517,33930,67892
46921,89465,30052
8966,4808,5680
20179,77190,83774
9955,9866,93999
37070,36481,50768
28022,44865,66295
14451,55233,37578
10838,31369,25952
65716,47658,3662
18101,90011,33980
2111,10437,16236
40603,41005,61915
78038,32055,67705
10372,41732,27287
11417,76728,21616
74556,64192,71991
19729,63580,49594
90479,45372,34075
5122,41649,96985
62183,24460,27306
60702,62223,87560
34081,68893,11017
39522,51310,80041
23553,54050,80558
64272,2941,51142
9178,71719,82933
482,30734,2636
39289,77155,9768
6869,86071,91831
76981,98066,96781
66823,69081,46029
7720,97796,80699
94164,15006,29744
5019,62445,67620
88589,6299,27834
70004,76153,87885
1460,30337,37503
10503,36260,48404
3931,39838,30986
11860,61332,92094
40979,26086,78692
29269,46751,13243
92320,80409,65756
85560,92479,24604
57774,89517,16050
29616,70833,77024
53868,56068,92541
40731,28508,90248
15126,39499,57713
83666,34351,81220
62571,49454,90068
50486,6286,84977
15535,3054,9205
67066,4072,65278
5210,57307,74567
114,11946,85897
34926,40343,37421
75319,7486,60359
44544,61531,8994
9127,26236,57493
25667,65577,91120
39396,10654,93186
34696,72572,65648
60276,35827,5084
73237,86720,12473
60616,83513,64380
34663,47614,53538
48379,93959,52382
6326,7971,86003
4750,46018,70657
71508,45433,6117
60594,38324,4504
49934,74228,16391
35731,8166,12492
73738,77586,62889
92232,96648,9407
44605,40594,84169
91861,37658,67875
45836,70998,16831
58264,13319,51715
5674,87570,69538
21650,35764,4479
72085,12822,40169
11449,37597,3588
67701,75521,47678
85885,4730,43208
99122,95668,25305
40238,17382,41735
8896,2090,74686
78842,8237,8530
46792,84533,71444
21198,25450,90123
15984,41985,99300
29890,74122,98406
72570,48949,26644
5425,8723,10284
73853,68811,41850
70800,59727,58606
70160,31528,29811
50944,38400,79523
18494,78487,85567
20835,93271,42923
13986,91990,37899
84121,59926,39607
2765,9253,75767
76592,47918,8691
81581,82213,24826
4152,99305,80495
98838,26118,35955
45763,81500,23120
50983,79673,85036
93340,95745,35313
9780,60834,95408
30456,46839,13562
2691,63928,5252
80559,61902,91641
26254,60643,6031
17698,12544,67913
70829,42193,1670
30325,51079,82049
38458,50118,75311
41111,29059,25
17639,67610,80260
10823,56784,63294
72812,85757,92447
31380,81164,20100
23890,98013,17978
82035,22484,62141
47850,29432,3354
15114,17544,58628
36642,87765,90694
52261,78769,88084
43313,66659,42163
66515,76422,62146
28662,12921,76991
75759,99165,44414
15010,92579,38688
76959,99313,23862
51712,96445,37919
15231,14529,12875
9328,11699,47100
20574,63126,6653
1787,19589,33419
15206,6376,20502
83909,87435,27141
44046,64217,20733
18563,95584,62994
32324,11024,95662
3205,10361,18696
54463,61402,5009
66237,8680,67685
37597,75470,82762
82227,67093,89260
76764,62694,37330
58149,24586,63581
47160,71333,58902
11517,8183,74380
82550,12061,32916
5012,95934,84647
90232,70624,1765
28349,67077,38500
83085,66359,36597
65166,79413,39952
85942,34874,15376
50495,43461,39990
33514,22564,38543
26209,60053,62640
59879,52296,71911
61188,63793,13668
12975,64541,46048
39028,25748,74882
83258,53765,64354
8462,86718,78486
50405,4915,87941
88292,33364,74077
95060,41992,51286
45061,58931,20837
30783,38606,61491
15481,61868,74959
63786,16308,74216
2057,11869,96059
87066,42650,13224
1601,11375,13781
39953,71740,26230
30846,45982,75270
3479,23965,70092
73940,6993,32934
33619,92019,83056
14271,87910,51791
93716,59396,61621
73835,28248,45518
49071,54912,82389
93033,48303,13768
89169,97105,39200
27012,57654,12302
8833,80630,60989
62847,11690,6544
66997,6047,58124
3313,23064,10911
74299,2608,62159
10058,73375,11930
53810,11797,30364
64375,68488,6125
4728,39686,86970
87564,5907,90564
69199,37652,30819
44141,96474,37979
10040,31817,33428
12376,4916,89435
84342,54813,82816
23311,74455,82401
26873,42113,98878
44229,82021,47537
97654,14474,6343
72295,28886,38978
48404,67893,86451
89320,53452,19288
3687,97102,67455
92599,79017,97886
44597,76075,78472
51895,15070,25398
8396,34417,63051
70714,99815,99044
34309,34621,14442
21592,6764,74298
27135,81233,40953
25407,87198,41305
89014,44929,32500
57887,96657,31214
68253,86177,31541
25082,13359,28328
20256,50242,19103
91522,64268,45728
30606,10306,30121
39972,63737,55231
989,54804,27863
62667,23492,48761
26399,3950,56101
79845,96930,80876
2266,7273,14868
17883,3981,55049
29080,87181,49008
24489,44662,83719
59568,91550,32167
83375,41814,33170
60165,5422,76461
46357,99535,33466
72084,7823,84973
65994,17102,50179
88241,95961,95477
34613,25649,99849
48547,87293,1328
31083,2954,47099
60580,5029,56896
81619,71742,66885
46247,54298,68809
97280,53593,32353
13915,20086,90071
78281,92431,83878
67654,59764,43117
32359,91967,87381
80586,14072,79266
67214,62412,896
29958,58025,33073
45174,52272,98940
82366,53233,8027
23344,47275,48577
65731,74854,69603
40685,69933,69901
73319,68322,28036
13348,16923,2117
42979,25259,99339
36402,81006,11054
89857,80402,15093
38532,21181,43549
65913,34500,32416
57586,20949,93738
99068,62076,28584
92789,8179,11572
75839,11409,67497
18163,86516,2703
12043,87121,49619
87819,44035,15012
67380,28044,12565
17019,17292,93159
77708,15432,55311
73573,75228,25405
57653,47,88313
2640,49100,40544
72897,94664,96919
42026,74251,51463
44659,5626,11292
79635,10364,8040
8397,58635,3097
67939,84558,8511
1714,63323,98998
482,55260,19924
28811,18482,77469
49785,65789,9092
23796,36944,59978
35979,21226,59641
70226,83886,14579
47834,66404,26337
51755,94938,43198
84564,40771,43950
76313,5733,17811
22557,73531,83490
94840,7887,35615
29492,42476,9391
56302,90853,76542
94631,12468,45118
80396,75623,51187
4327,18152,77748
91609,25887,92317
35367,68042,76422
22182,81057,33652
81381,73101,3397
79350,37405,41358
52352,52400,75068
91760,34326,57378
59347,85800,99822
6682,65784,15039
26274,47613,97821
38178,4164,12277
30003,89658,64929
19480,1688,93989
39722,54230,14766
52636,5902,80319
38610,21229,86631
20171,17382,23876
93325,99292,44155
51311,92468,81221
87304,10791,90920
64117,65714,71494
46816,18641,98054
20788,58053,85442
38997,87896,64988
31588,42588,34185
37820,71203,4486
67824,38221,64189
64243,37508,36781
16420,43954,50241
96795,58573,47175
55110,66654,92690
93090,34049,49841
74609,55168,45630
87195,76011,65210
15273,10969,16795
25746,49105,36396
21584,3219,46267
92445,74069,97722
80346,59268,79916
62210,32773,52243
9282,74619,64748
49698,49783,13482
67918,8111,31640
3855,3748,1191
80514,52236,26224
90729,47657,82147
38932,21810,68598
85892,5178,94008
13951,81275,56148
6221,41730,77642
7162,94788,8707
25157,33939,73432
87204,20824,287
56481,97706,39149
94257,72737,60947
23628,83121,1560
95511,35543,57662
32270,8505,90826
5377,36414,12744
95396,40020,74731
39936,99448,64235
38668,36353,56196
53282,53043,26854
78698,4371,71909
11337,17263,88965
65030,31726,20946
98580,75634,79600
30370,69741,90733
37081,70202,75540
89297,84463,51777
51888,58505,15405
57299,91344,8479
67778,93641,49336
86821,69287,76820
12302,38479,70725
27757,28685,67528
75767,29880,87888
6067,99016,62617
93758,53279,88848
88932,44811,13635
28629,35989,38183
86950,89794,76098
25783,71679,9086
39506,94912,64102
26098,84808,29964
25302,67931,19231
52778,50863,46895
16145,85898,98352
32230,76704,41839
89113,25123,45814
2353,14846,60752
28676,11723,8407
54873,85504,97635
21479,23984,70552
40070,29842,26140
53209,3776,27325
78153,28520,11883
90894,8577,21137
78356,97204,54195
78371,4745,42216
20898,66936,33869
83790,22898,55265
99796,67517,23169
14224,12107,60119
3438,77946,13816
55838,45565,11791
89437,19010,54077
63416,13858,11896
58989,67355,97705
38775,21034,13591
32672,24632,549
21357,85072,75650
24325,14192,50458
26740,89947,19064
21280,32537,27884
97919,46508,68587
11702,15107,72620
70922,75307,88902
23590,33320,78274
72295,63492,61762
91403,72374,9048
2099,76710,62203
33640,47016,82002
56519,98757,35340
60433,72037,83451
62963,83784,30755
85316,91615,79198
2872,66900,71981
29128,46931,79879
6211,42974,797
11961,71100,98887
9016,72410,6803
80730,22492,64873
42548,23253,26719
2266,66973,96264
97466,89331,2281
11933,57905,88811
99533,8220,72687
88523,82229,58170
60604,40040,89301
76643,34212,44371
72198,1505,22939
60410,55652,31712
84590,93639,63539
52886,60361,16549
64078,72273,83792
79800,90913,2858
44296,90841,25912
71802,12239,81395
77094,5381,13142
19208,81796,42804
52639,75168,5363
19422,27618,62198
73225,8024,49950
65379,66821,20594
71609,77009,68249
14844,49466,99476
55808,65953,66951
42094,22423,7856
31938,94708,15634
6473,65988,35739
24105,43800,61550
20268,68950,93753
9301,85339,94434
92985,37705,15207
2346,20251,87625
85032,86610,21747
94794,73636,13122
65524,26810,25936
56549,91617,25458
95608,67727,95028
22537,95476,57562
42654,12326,84609
65927,72440,87571
80074,45381,50687
40831,70731,52582
1736,38493,48949
66681,61285,31399
52355,69734,11024
41100,5870,44190
6797,73168,78583
95754,26554,54131
70403,64537,7124
63378,39667,75406
62386,59469,90505
21192,39694,56639
93337,4930,68877
43625,94310,64156
39621,6552,31181
99659,41427,144
60510,60506,57137
38449,81154,38148
89889,55419,23946
75466,56127,26556
49780,46445,8558
81498,35864,42372
84962,61412,30781
58898,66839,48555
66735,1699,88805
84163,45629,67736
61542,87070,73634
54281,61185,33150
35894,52701,33082
75088,53861,91908
51875,95207,97313
64119,50020,39530
71850,39668,57963
79183,31130,18056
8976,62127,77330
68743,25507,32409
89509,50577,80289
10409,29317,15791
80256,2187,8771
69652,53707,71999
2705,75602,87696
3869,56655,37851
2944,56591,82062
17453,14996,94655
68016,16739,93123
44068,40701,12326
30447,67991,7079
4781,922,99575
62143,48196,29610
77279,73820,4526
3647,46707,85867
53557,21583,69605
67023,62007,20555
88548,49487,45620
43715,60256,27225
31532,57357,92957
55526,68917,98537
7050,9027,32420
13203,13250,12494
92448,22823,49834
74151,80745,58314
98372,87201,89138
98767,80034,57680
58083,30003,67860
47340,4612,27510
25197,84582,77723
87280,9720,72705
62281,93784,37545
10642,36911,55710
99369,12959,19272
12008,343,57068
72217,69192,59936
72699,50605,33254
46385,74138,74435
11295,60181,91529
65345,89247,90263
10690,36183,92340
70509,9251,3650
17392,71084,35651
23550,93288,85405
22627,68748,94427
67714,41465,68859
57163,45340,71816
65394,50924,63234
95301,59487,42500
13575,82191,14482
86592,90393,68120
41087,40069,76245
52974,27284,57273
85725,63918,62692
94092,37748,27975
52191,58441,16354
91926,65862,62244
77677,5682,51793
87231,20604,73024
60358,94893,20422
46062,28858,25208
21202,48342,34800
13389,44033,9633
95976,47509,28131
62760,22356,19600
21068,20746,75569
30482,47164,28973
78685,74534,40875
81460,24455,99556
49625,38764,32227
42494,10126,75007
329,31875,39100
77366,35346,9086
66404,88561,26282
4045,71661,14004
78969,46336,68279
53874,63853,54416
47530,87154,33021
16213,44501,51311
75165,11397,94209
76612,40305,75054
94852,47926,40316
24569,3772,56063
22454,65748,35670
43420,97467,23764
70279,49702,53133
61881,74134,79202
89982,22754,97255
74303,15888,58728
77216,25212,37463
78826,9673,34210
91880,89574,73482
96790,95696,17290
10092,50859,16190
82709,88978,69585
34293,30828,64393
50753,448,64375
67609,88974,6183
44294,56010,5944
65418,50075,29215
38313,21552,48445
10318,43755,66834
26014,9672,59505
84828,98162,80015
24082,8186,13617
20285,88664,58394
7439,15558,43959
68709,65514,61444
12998,66520,1487
43685,70722,12565
69193,22225,11937
47688,67894,87350
72621,20873,92018
11348,20861,79180
25306,49402,35796
6769,44833,48941
31761,48600,42537
97308,13816,38606
69978,77563,56624
42439,90773,54315
25282,93408,79572
83059,31347,45307
26810,23600,74802
37773,5538,51082
30691,95127,86247
46293,23174,86615
74131,23497,98070
19365,12158,21710
73698,21567,84650
60387,67898,85277
56928,98655,73309
60213,54456,57987
80417,49542,55051
90669,20673,82952
26151,50241,72807
17375,66695,62593
35954,21361,40872
71842,44623,93574
99757,78364,55477
33828,46795,25164
62917,50425,11770
14335,42127,71268
66719,57027,11669
25576,5628,6314
3618,58211,90656
58696,1788,80240
94254,88105,96281
80394,18567,42488
32787,64079,82540
54638,49339,23048
40771,7699,72053
1854,46061,34525
29500,31045,25856
96543,76332,64288
98707,80017,38540
42293,75018,9268
91844,23570,32059
21114,12349,66502
19104,81651,34418
22534,78190,84941
68985,42937,79999
27887,69062,5811
94569,51587,35347
12772,91574,17064
